Player,Guild,Kills,Deaths,Fame
xmaxiosx,EQMS,15,22,6130244
xmarsa,-,1,1,19576
xmalx,Pure Crimson,2,4,635714
xlxGladxlx,I_M_P_A_C_T,0,0,1440
xlowiq,League of Victory,2,1,10226
xlopyshka,Lemon Girls,5,30,11037443
xllWaRllx,Newbee,0,3,68968
xlexle,-,0,3,19774
xlebywuk,Eternal Hunt,0,1,0
xlebywuk,PORNO INDYCTRIA,0,5,30836
xlebywuk,Blue Dragons,0,3,0
xlagerta,Anatolian Rebels,8,12,251952
xlagerta,-,0,3,2190
xkubax,Doomsheep,0,1,0
xkraltr1,-,0,1,0
xkraltr1,Verity,0,1,456004
xkingusx,tahe shapoor,0,2,0
xk7,Gank Banks,2,0,32211
xk7,Mighty Goat,0,3,260841
xk0mand0,Palegrin,0,4,75209
xk0mand0,Alpagut TR,0,1,32292
xixiao,Twinkling at dawn,0,1,117720
xiomii,-,0,0,7938
xinxiao,BTBF,5,11,1072349
xinuB,LES GOBRIATES,3,1,25145
xinkengkeng,NO BB,0,1,98617
xinjia,GreatMing,9,4,268510
