Player,Guild,Kills,Deaths,Fame
Rengod,Pink Monkeys,49,5,8683603
Fraby,Take Care,166,17,25946708
Fenixx,Gamble,39,4,3905837
LaMouettaxe,DNA,39,4,3347980
Piotrul0,Fuego,39,4,6532828
AlgatoXxx,Brawl Squad,29,3,1255695
Radact,travertine,87,9,2942255
FaizT,The Surge,29,3,6328762
TeKTuK,Delicious in Dungeon,29,3,3621947
Waltron,Fissa boys,48,5,757948
Titas,Freebooters,115,12,2490764
Shadowfax61,Pink Monkeys,182,19,12316844
maxysf,Marauder s,57,6,8069919
Marrkkaa,Silly Little Men,19,2,1269199
thd2008,Brawl Squad,19,2,1233064
Artgaming,Cyber Cats,19,2,2675811
Raulita,Grimgar - Aventuras y Fantasia,19,2,948309
BedolagaNeDranik,Azured,19,2,4123074
Syacol,ACADEMI,19,2,556008
red2out6,DNA,19,2,3199412
Stuba,FINSTACK,37,4,4262360
JuraPlot,Sevran,37,4,11929612
Goldenhexx,EightFours,147,16,20586524
Cerowsky,-,101,11,5437823
Pohmetolog,Grey Knights,127,14,4950168
raffcal,AllYouCanIT,27,3,5104664
Xhantan,ur moms favs,9,1,1120932
MichouDeLaTess,-,9,1,1219344
skrt,SUB7,9,1,124198
laurinne,Lock Down,9,1,286248
convolkk,JamonLover,18,2,1450483
tantunivesova,Make Turks Great Again,18,2,1128464
Enhadepe,B L I N K,27,3,832422
Hardgrow,Moravian Eagles,9,1,181461
SoloPlay,-,9,1,529071
Attila,Scourge of GOD,9,1,2675035
nacosht,Almas Agrias,18,2,382934
itsthelurno,1Clap 1Dream,9,1,3334278
TripEnding,-,9,1,1238066
Lemming,EQMS,81,9,10933169
GrosLard2Chasse,H O R I Z O N,9,1,444926
Malzahazir,El Tercer Sello,9,1,793014
Arrogance,Contingent,63,7,7463530
DarthNihil,Fuego,18,2,3967339
Gemibatirann,Teamspeak,9,1,1069066
Kerbeross,Make Turks Great Again,18,2,990926
GFX732,omlet,9,1,166569
Adamator45,DNA,9,1,1094656
52Gq,DUBAI EXPRESS,9,1,995229
pochemytak,Heralds of Valhalla,9,1,2220092
waiky,Vikings,9,1,924662
MMast3r,CRISGUN,9,1,165305
illy,The Hope,18,2,1147368
Miita,TENSAY,9,1,907212
xAngee,Panico,9,1,3118136
ProstoApelsin,Azured,9,1,2225934
Zbom,Cape Dancers,117,13,3865715
Obsydian,Bend Over,169,19,4609393
Za3im,AllYouCanIT,71,8,12055173
LootCall,Raindrop,62,7,5611891
KOMANDO35,Lacrima,115,13,3706545
GIGAHAD,-,44,5,4589240
Harv,R I V A L,70,8,4933751
F8GAMADOR,Woof Woof,35,4,4407725
Xenou,The Few,35,4,1692596
Froza,Lacrima,52,6,2012897
AFann,SO WHAT,26,3,2763216
Lunariii,V I P,182,21,10147331
pvevper,Burn,468,54,22847710
Cofoyo,Chel-s,26,3,396996
ALiZADE,No Sex With Ex,86,10,2983322
TRILLO,m e r c a d o n a,17,2,4580794
OnlyTelephone,The Unexpected,17,2,2101365
Azuel,Grey Knights,17,2,834254
MrSkyZen,Brawl Squad,17,2,1479104
Ppzip,Clean Kill,17,2,6117219
Caapo,Clean Kill,85,10,22478909
Szpadel,The Theater,17,2,6362991
xyxx04,-,17,2,501274
Ganebaz,ZOULOUX BOITEUX,17,2,974785
